"School ID","School Ministry Number","School Name","Year Established","School Classification","Education Office","District Name","Administrative Region","Administrative Contry","Administrative Centers","School Address","School Phone","School Fax","Study Level","School Gender","Student Count","Saudi Student Count","NonSaudi Student Count","Teachers Count","Saudi Teacher Count","NonSaudi Teacher Count","Classes Count"
"21178","50132","Ahmad ibn Hanbal Elementary school","","حكومي","الرس","إدارة التربية والتعليم بمحافظة الرس","القصيم","الرس","الرس","الرس - حي الجندل","50132@alrassedu.gov.sa","3336573","0","المرحلة الابتدائية","بنين","230","225","5","25","25","0","12"
"13626","30928","Rabie AL-Taflan Intremediate School at Bany Saad","1414","حكومي","مكتب التربية والتعليم جنوب الطائف","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","بني سعد","ربيع الطفلان","fa_th@hotmail.com","7363222","0","المرحلة المتوسطة","بنات","27","27","0","10","10","0","4"
"43506","26804","King Khalid","","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ¬Щ†Щ€ШЁ Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","","","Ш§Щ„ШґШґЩ‡","sa_shahrani@hotmail.com","5585140","","ШЄШ№Щ„ЩЉЩ… ЩѓШЁШ§Ш±","ШЁЩ†ЩЉЩ†","33","4","29","6","6","0","4"
"40191","39366","روضة الاطفال بغميقة","","حكومي","ادارة الليث","إدارة التربية والتعليم بمحافظة الليث","مكة المكرمة","الليث","الليث","غميقة","","77421676","0","رياض أطفال","بنات","120","118","2","9","9","0","5"
"26069","34127","The 99th Elementary School","1404","حكومي","مكتب إدارة التربية والتعليم- بشمال جدة","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","السلامة 2","34127@jedu.gov.sa","6915822","0","المرحلة الابتدائية","بنات","595","464","131","35","35","0","18"
"8996","29426","AL-HAFAYER","1405","حكومي","شمال الطائف","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","الحفاير","الطائف قطاع المحاني الحفائر","29426@taifedu.gov.sa","27602714","0","المرحلة المتوسطة","بنين","38","38","0","10","10","0","3"
"29044","72510","faraвЂh Beny Bekr elementary School","1400","Ш­ЩѓЩ€Щ…ЩЉ","Ш§ШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","Ш№ШіЩЉШ±","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„ЩЃШ±Ш№Ш© Ш§Щ„ШґЩ…Ш§Щ„ЩЉШ©","g72510@namasedu.gov.sa","2838853","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","97","97","0","26","26","0","6"
"12367","84277","PRINCE ABDULMAJEED BIN ABDULAZIZ INTERMEDIATE SCHOOL","","حكومي","دومة الجندل","الإدارة العامة للتربية والتعليم بمنطقة الجوف","الجوف","دومة الجندل","دومة الجندل","دومة الجندل - خذماء","sch84277@joufmail.gov.sa","6230420","0","المرحلة المتوسطة","بنين","65","57","8","12","12","0","5"
"21032","47267","School Saeed bin Jubair primary","1395","حكومي","مكتب التربية والتعليم جنوب بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","خب البريدي","القصيم-بريدة-خب البريدي","p-saedgbir@qbe.gov.sa","63243320","0","المرحلة الابتدائية","بنين","55","55","0","9","9","0","6"
"55250","139601","Alatf","1436","حكومي","مكتب اضم","إدارة التربية والتعليم بمحافظة الليث","مكة المكرمة","الليث","الجائزه","","","","","تعليم كبار","بنات","6","6","0","2","2","0","1"
"47154","80944","Thirty-ninth kindergarten Berima and iron","1433","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ…Щ†ШЇЩ‚","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш§Щ„ШЁШ§Ш­Ш©","Ш§Щ„ШЁШ§Ш­Ш©","Ш§Щ„Щ…Щ†ШЇЩ‚","ШЁЩ†ЩЉ Ш­ШіЩ†","Ш§Ш±ЩЉЩ…Щ‡","80944@bahaedu.gov.sa","7317318","7317318","Ш±ЩЉШ§Ш¶ ШЈШ·ЩЃШ§Щ„","ШЁЩ†Ш§ШЄ","81","81","0","8","8","0","4"
"20045","32676","tayser","1407","أهلي","مكتب التربية والتعليم بالنسيم","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","بني مالك ش عامر الليثي","32676@jedu.gov.sa","6761964","6762744","المرحلة الابتدائية","بنين","125","52","73","12","3","9","6"
"3374","31076","The Air Base secondary school of Quran","1419","حكومي","مكتب التربية و التعليم بالحوية","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","الطائف","الطائف - الحوية ( القاعدة الجوية )","talem1436@hotmail.com","7260698","","المرحلة الثانوية","بنات","46","43","3","18","18","0","3"
"42610","72665","Tenth preschool in Namas","1432","حكومي","ادارة التربية والتعليم بمحافظة النماص","إدارة التربية والتعليم بمحافظة النماص","عسير","النماص","السرح","السرو","g72665@namasedu.gov.sa","","0","رياض أطفال","بنات","46","44","2","4","4","0","3"
"28783","65620","THE Elementary School at AL HORAIRAH","1428","حكومي","بيشة","إدارة التربية والتعليم بمحافظة بيشة","عسير","بيشة","بيشة","الحريرة","65620@bgedu.gov.sa","6204853","0","المرحلة الابتدائية","بنات","77","77","0","14","14","0","6"
"50070","134044","ALbayader Social Affairs kindergarten schoo At Kelesel","1420","حكومي","مكتب إدارة التربية والتعليم -خليص","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","خليص","خليص","","134044@jedu.gov.sa","","","رياض أطفال","بنات","98","91","7","8","8","0","7"
"49925","59249","THE FIRST KINDERCARDEN IN YPRIN","1434","حكومي","إدارة رياض الاطفال","الإدارة العامة للتربية والتعليم بمحافظة الاحساء","الشرقية","الإحساء","يبرين","يبرين","k59249@hasaedu.info","","","رياض أطفال","بنات","42","38","4","6","6","0","3"
"13636","30941","AL-Zoran Intermediate School at Bany Saad","1414","حكومي","مكتب التربية والتعليم جنوب الطائف","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","بني سعد","ليه السفلى الزوران طريق الجنوب","alzawran_edu_sch@hotmail.com","7514588","0","المرحلة المتوسطة","بنات","76","66","10","13","13","0","6"
"20609","40605","Primary Al-Qaswaa Private School","1421","أهلي","مكتب التربية والتعليم جنوب المدينة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","قباء - امام مسجد الجمعة - حي الجمعة","qasoa.19@gmail.com","8156514","8156512","المرحلة الابتدائية","بنين","127","97","30","14","4","10","7"
"30386","88877","Quranic elementary school at samtah","1416","حكومي","مكتب التربية والتعليم بصامطة","الإدارة العامة للتربية والتعليم بمنطقة جازان","جازان","صامطة","صامطة","بجانب مكتب الاشراف التربوي النسائي","sameera6677@outlook.sa","","","المرحلة الابتدائية","بنات","95","70","25","23","23","0","6"
"22591","68210","Qais Ibn Asim","","حكومي","سراة عبيدة","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","سراة عبيدة","سراة عبيدة","ابها سراة عبيده قرن وقشه","","2590077","72590077","المرحلة الابتدائية","بنين","86","80","6","12","12","0","6"
"27236","48388","The 2nd Elementary School at Al-Shiqah","1411","?????","???? ??????? ???????? ???? ?????","??????? ?????? ??????? ???????? ?????? ??????","??????","?????","?????","?? ??????","a086@qge.gov.sa","3870767","0","??????? ??????????","????","181","179","2","23","23","0","10"
"28159","60548","ALHEIRH ELEMENTARY SCHOOL","1404","حكومي","إدارة التربية والتعليم بحفرالباطن","إدارة التربية والتعليم بمحافظة حفر الباطن","الشرقية","حفر الباطن","حفر الباطن","الحيرا","queen-9090@hotmail.com","0541016773","0000","المرحلة الابتدائية","بنات","11","6","5","7","7","0","4"
"23425","79154","Al-Athemah Elementry School","1399","حكومي","مكتب التربية والتعليم بالوسط","الإدارة العامة للتربية والتعليم بمنطقة الباحة","الباحة","الباحة","الباحة","الاثمه","athemh@hotmail.com","7360725","77360725","المرحلة الابتدائية","بنين","78","68","10","10","10","0","6"
"12354","84218","AL-EMAM ASEM BIN ABI ANJOOD INTERMEDIATE SCHOOL FOR THE MEMORIZATION OF THE HOLY QURAN","1403","حكومي","سكاكا","الإدارة العامة للتربية والتعليم بمنطقة الجوف","الجوف","سكاكا","سكاكا","سكاكا حي المحمدية","sch84173@joufmail.gov.sa","6241120","6241120","المرحلة المتوسطة","بنين","54","19","35","18","18","0","3"
"11607","70403","Al Wasm","","حكومي","البرك","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","أبـها","القحمه","محايل القحمه","seq70403@gmail.com","72400538","2400642","المرحلة المتوسطة","بنين","214","213","1","16","16","0","9"
"1518","52207","Rroth Al-Hosu Secondary School","","حكومي","مكتب التربية والتعليم بالمذنب","إدارة التربية والتعليم بمحافظة المذنب","القصيم","المذنب","روضة الحسو","القصيم-المذنب-روضة الحسو","tur331@hotmail.com","063481700","063481655","المرحلة الثانوية","بنين","84","82","2","15","15","0","3"
"9355","32437","Prince Turki bin Abdul Aziz middle school","1408","حكومي","مكتب التربية والتعليم بشمال جدة","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","حي البوادي شرق تويوتا","32437@jedu.gov.sa","6835034","6835034","المرحلة المتوسطة","بنين","651","368","283","40","40","0","22"
"54239","193381","abo gafar almadni allaieh","1435","حكومي","مكتب التربية والتعليم بيدمة","الإدارة العامة للتربية والتعليم بمنطقة نجران","نجران","يدمة","يدمة","","","","","المرحلة المتوسطة","بنين","0","0","0","0","0","0","0"
"39675","63909","alsarhan kinder garten school at alshaaf","1432","حكومي","الشعف","الإدارة العامة للتربية والتعليم بمنطقة عسير","عسير","أبـها","الشعف","0ال سرحان","63909@asedu.gov.sa","2321435","0","رياض أطفال","بنات","84","82","2","13","13","0","4"
"48581","475701","Bangladesh School In Buraydah","","تعليم أجنبي","مكتب التربية والتعليم شمال بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","","","","","","","المرحلة المتوسطة","بنين","0","0","0","1","1","0","0"
"11501","68295","saeedbin amar","","حكومي","طريب","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","أحد رفيدة","ملحة الحباب","الامواه - ملحة الحباب","quoawad@yahoo.com","2371211","2660151","المرحلة المتوسطة","بنين","21","21","0","3","3","0","4"
"25787","30694","Al-Khalidiyah Elementary","1412","حكومي","مكتب التربيه و التعليم بتربه","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","تربة","الخالدية","خالدية شرق حضن","30694@taifgdue.gov.sa","8224737","0","المرحلة الابتدائية","بنات","139","139","0","19","19","0","6"
"1302","40565","secondary Dar Al-Hijrah Private School (Night)","1389","أهلي","مكتب التربية والتعليم جنوب المدينة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","بين قربان والعوالي - ش علي بن أبي طالب","alhira.p@madinaedu.gov.sa","8489071","8488986","المرحلة الثانوية","بنين","227","209","18","15","3","12","6"
"29203","74629","ALhwaidy Elementary School","1403","حكومي","الغزالة","الإدارة العامة للتربية والتعليم بمنطقة حائل","حائل","الغزالة","الغزالة","الهويدي","74629@hgem.gov.sa","5712018","0","المرحلة الابتدائية","بنات","20","20","0","6","6","0","6"
"1495","47758","AL-Tarafyah AL-Shargyah Socendary School","1426","حكومي","مكتب التربية والتعليم شمال بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","الطرفية الشرقية","القصيم - بريدة - الطرفية الشرقية","s-47758@qbe.gov.sa","063856292","","المرحلة الثانوية","بنين","42","42","0","12","12","0","6"
"18390","11583","Abu Al-Aswad Adduali Elementary School for Qur'an Memorization","","?????","???? ??????? ???????? ???????","??????? ?????? ??????? ???????? ??????","??????","??????","??????","??????","pgmnaldoily@riyadhedu.gov.sa","4851880","4851880","??????? ??????????","????","331","329","2","21","21","0","12"
"26176","34237","The 173rd Elementary School","1417","?????","???? ????? ??????? ????????- ????? ???","??????? ?????? ??????? ???????? ??????? ???","??? ???????","???","???","?? ???? 1","34237@jedu.gov.sa","2883036","0","??????? ??????????","????","792","789","3","39","39","0","21"
"22542","68148","Shurhabil Ibn Hasanah","","حكومي","سراة عبيدة","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","سراة عبيدة","سراة عبيدة","الصحن","sa68148@taleemsa.gov.sa","2593188","2593188","المرحلة الابتدائية","بنين","35","35","0","9","9","0","6"
"2419","84229","ABI OBAIDAH SECONDARY SCHOOL","1416","حكومي","سكاكا","الإدارة العامة للتربية والتعليم بمنطقة الجوف","الجوف","سكاكا","","سكاكا / الشلهوب","sch84229@joufmail.gov.sa","046250755","","المرحلة الثانوية","بنين","336","212","124","35","32","3","15"
"48699","130501","Al-Wasit The Second Elementary","1434","حكومي","مكتب التربية و التعليم بالحوية","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","الطائف","ـ","b2w1435@hotmail.com","","","المرحلة الابتدائية","بنات","264","260","4","14","14","0","9"
"42685","14575","adult education at alahmar","1393","حكومي","الأفلاج","إدارة التربية والتعليم بمحافظة الافلاج","الرياض","الأفلاج","الأحمر","","","","","تعليم كبار","بنات","23","23","0","4","4","0","5"
